No. ,Orgin date,Longitude(E),Latitude(N),Magnitude,Depth,Location,Place,Place_2
Small area,2023-02-25 14:06:41,121.354,23.1872,3.2,17,23.19N 121.35E,i.e. 52.2 km NNE of Taitung County(23.19N 121.35E,i.e. 52.2 km NNE of Taitung County)
Small area,2023-02-23 07:55:14,121.728,23.9968,3.5,3.6,24.00N 121.73E,i.e. 11.0 km E of Hualien County(24.00N 121.73E,i.e. 11.0 km E of Hualien County)
14,2023-02-23 05:18:44,121.735,23.9918,4.6,6.9,23.99N 121.73E,i.e. 11.7 km E of Hualien County(23.99N 121.73E,i.e. 11.7 km E of Hualien County)
13,2023-02-21 19:01:42,121.661,23.5173,4.8,31.3,23.52N 121.66E,i.e. 52.6 km S of Hualien County(23.52N 121.66E,i.e. 52.6 km S of Hualien County)
Small area,2023-02-21 12:39:27,121.444,23.7442,3.9,12.2,23.74N 121.44E,i.e. 32.7 km SW of Hualien County(23.74N 121.44E,i.e. 32.7 km SW of Hualien County)
Small area,2023-02-21 12:29:05,121.928,24.4142,3.9,26.7,24.41N 121.93E,i.e. 38.9 km SSE of Yilan County(24.41N 121.93E,i.e. 38.9 km SSE of Yilan County)
Small area,2023-02-21 12:22:25,121.894,24.4282,4.2,26,24.43N 121.89E,i.e. 36.1 km SSE of Yilan County(24.43N 121.89E,i.e. 36.1 km SSE of Yilan County)
Small area,2023-02-21 07:39:35,121.436,23.7443,3.9,11.3,23.74N 121.44E,i.e. 33.1 km SW of Hualien County(23.74N 121.44E,i.e. 33.1 km SW of Hualien County)
12,2023-02-19 07:32:33,121.634,24.67,4.6,54.6,24.67N 121.63E,i.e. 14.7 km WSW of Yilan County(24.67N 121.63E,i.e. 14.7 km WSW of Yilan County)
11,2023-02-18 23:49:09,120.766,23.7087,5.1,21.4,23.71N 120.77E,i.e. 22.8 km SSE of Nantou County(23.71N 120.77E,i.e. 22.8 km SSE of Nantou County)
Small area,2023-02-18 10:48:43,121.514,24.0752,3.7,20.6,24.08N 121.51E,i.e. 14.2 km NW of Hualien County(24.08N 121.51E,i.e. 14.2 km NW of Hualien County)
Small area,2023-02-17 15:07:55,121.763,24.2732,3.4,21.6,24.27N 121.76E,i.e. 34.5 km NNE of Hualien County(24.27N 121.76E,i.e. 34.5 km NNE of Hualien County)
Small area,2023-02-17 09:35:06,121.479,23.945,3.9,18.4,23.95N 121.48E,i.e. 15.3 km WSW of Hualien County(23.95N 121.48E,i.e. 15.3 km WSW of Hualien County)
10,2023-02-17 09:22:50,121.47,23.943,4.6,18,23.94N 121.47E,i.e. 16.2 km WSW of Hualien County(23.94N 121.47E,i.e. 16.2 km WSW of Hualien County)
Small area,2023-02-13 15:34:58,121.248,23.2602,4,17.3,23.26N 121.25E,i.e. 89.4 km SSW of Hualien County(23.26N 121.25E,i.e. 89.4 km SSW of Hualien County)
Small area,2023-02-13 05:51:16,121.166,23.0997,4,14.5,23.10N 121.17E,i.e. 38.2 km N of Taitung County(23.10N 121.17E,i.e. 38.2 km N of Taitung County)
Small area,2023-02-12 04:40:32,121.756,24.274,3.5,21.3,24.27N 121.76E,i.e. 34.3 km NNE of Hualien County(24.27N 121.76E,i.e. 34.3 km NNE of Hualien County)
9,2023-02-11 19:35:49,121.534,23.4318,5.2,34.2,23.43N 121.53E,i.e. 62.6 km S of Hualien County(23.43N 121.53E,i.e. 62.6 km S of Hualien County)
Small area,2023-02-11 05:18:39,121.373,24.7468,3.9,6.4,24.75N 121.37E,i.e. 28.2 km SSE of Taoyuan City(24.75N 121.37E,i.e. 28.2 km SSE of Taoyuan City)
Small area,2023-02-10 08:07:58,121.932,24.5885,3.7,13.6,24.59N 121.93E,i.e. 23.3 km SE of Yilan County(24.59N 121.93E,i.e. 23.3 km SE of Yilan County)
Small area,2023-02-10 02:59:27,121.491,23.9565,3.1,17.3,23.96N 121.49E,i.e. 13.7 km WSW of Hualien County(23.96N 121.49E,i.e. 13.7 km WSW of Hualien County)
Small area,2023-02-10 01:52:54,121.434,23.2982,3.8,27,23.30N 121.43E,i.e. 66.8 km NNE of Taitung County(23.30N 121.43E,i.e. 66.8 km NNE of Taitung County)
8,2023-02-08 18:49:59,121.549,23.4445,5.6,36.7,23.44N 121.55E,i.e. 61.0 km S of Hualien County(23.44N 121.55E,i.e. 61.0 km S of Hualien County)
Small area,2023-02-08 12:18:40,121.99,23.8133,4.3,39.4,23.81N 121.99E,i.e. 42.5 km ESE of Hualien County(23.81N 121.99E,i.e. 42.5 km ESE of Hualien County)
7,2023-02-08 05:48:48,121.83,24.7468,4.5,79.1,24.75N 121.83E,i.e. 7.0 km ENE of Yilan County(24.75N 121.83E,i.e. 7.0 km ENE of Yilan County)
Small area,2023-02-07 06:12:55,121.761,24.2718,4.1,21.8,24.27N 121.76E,i.e. 34.2 km NNE of Hualien County(24.27N 121.76E,i.e. 34.2 km NNE of Hualien County)
Small area,2023-02-07 04:26:04,121.749,24.2697,3.3,21,24.27N 121.75E,i.e. 33.5 km NNE of Hualien County(24.27N 121.75E,i.e. 33.5 km NNE of Hualien County)
6,2023-02-07 04:20:17,121.76,24.2727,5.1,22.1,24.27N 121.76E,i.e. 34.3 km NNE of Hualien County(24.27N 121.76E,i.e. 34.3 km NNE of Hualien County)
Small area,2023-02-06 14:37:28,121.288,23.4437,3.6,11.7,23.44N 121.29E,i.e. 69.4 km SSW of Hualien County(23.44N 121.29E,i.e. 69.4 km SSW of Hualien County)
Small area,2023-02-04 03:06:04,120.719,23.506,3.4,7.8,23.51N 120.72E,i.e. 43.8 km E of Chiayi County(23.51N 120.72E,i.e. 43.8 km E of Chiayi County)
Small area,2023-02-03 22:48:09,121.638,24.6127,3.8,48.1,24.61N 121.64E,i.e. 18.2 km SW of Yilan County(24.61N 121.64E,i.e. 18.2 km SW of Yilan County)
Small area,2023-02-02 13:54:53,120.548,23.096,3.7,12.6,23.10N 120.55E,i.e. 38.9 km ENE of Tainan City(23.10N 120.55E,i.e. 38.9 km ENE of Tainan City)
Small area,2023-02-01 16:03:56,121.778,24.2493,3.4,14.6,24.25N 121.78E,i.e. 32.8 km NNE of Hualien County(24.25N 121.78E,i.e. 32.8 km NNE of Hualien County)
Small area,2023-01-29 23:15:18,120.798,23.2082,3.2,4.7,23.21N 120.80E,i.e. 81.9 km NE of Kaohsiung City(23.21N 120.80E,i.e. 81.9 km NE of Kaohsiung City)
Small area,2023-01-27 06:40:39,121.238,23.2665,3.5,16.8,23.27N 121.24E,i.e. 89.2 km SSW of Hualien County(23.27N 121.24E,i.e. 89.2 km SSW of Hualien County)
Small area,2023-01-24 22:37:26,121.276,23.0717,3.7,7.7,23.07N 121.28E,i.e. 37.3 km NNE of Taitung County(23.07N 121.28E,i.e. 37.3 km NNE of Taitung County)
Small area,2023-01-24 12:17:01,121.291,23.4362,3.8,11.4,23.44N 121.29E,i.e. 70.0 km SSW of Hualien County(23.44N 121.29E,i.e. 70.0 km SSW of Hualien County)
Small area,2023-01-22 06:13:07,121.913,24.4312,3.6,13.4,24.43N 121.91E,i.e. 36.5 km SSE of Yilan County(24.43N 121.91E,i.e. 36.5 km SSE of Yilan County)
Small area,2023-01-21 14:05:24,120.856,24.3787,3.6,5.4,24.38N 120.86E,i.e. 20.9 km S of Miaoli County(24.38N 120.86E,i.e. 20.9 km S of Miaoli County)
Small area,2023-01-21 14:04:30,121.241,23.2627,3.6,16.8,23.26N 121.24E,i.e. 89.5 km SSW of Hualien County(23.26N 121.24E,i.e. 89.5 km SSW of Hualien County)
Small area,2023-01-21 08:05:34,121.767,23.7825,4.1,15.9,23.78N 121.77E,i.e. 27.5 km SE of Hualien County(23.78N 121.77E,i.e. 27.5 km SE of Hualien County)
5,2023-01-20 10:56:26,121.516,24.0478,4.4,19.7,24.05N 121.52E,i.e. 12.3 km WNW of Hualien County(24.05N 121.52E,i.e. 12.3 km WNW of Hualien County)
Small area,2023-01-20 02:43:10,121.777,24.0725,4.1,32.5,24.07N 121.78E,i.e. 18.3 km ENE of Hualien County(24.07N 121.78E,i.e. 18.3 km ENE of Hualien County)
Small area,2023-01-19 10:09:11,121.163,23.0958,3.7,13.8,23.10N 121.16E,i.e. 37.8 km N of Taitung County(23.10N 121.16E,i.e. 37.8 km N of Taitung County)
Small area,2023-01-16 22:03:00,122.326,24.0063,4.7,23.4,24.01N 122.33E,i.e. 71.9 km E of Hualien County(24.01N 122.33E,i.e. 71.9 km E of Hualien County)
Small area,2023-01-15 15:48:44,121.163,24.9075,3.1,4.2,24.91N 121.16E,i.e. 16.9 km WSW of Taoyuan City(24.91N 121.16E,i.e. 16.9 km WSW of Taoyuan City)
Small area,2023-01-14 14:02:31,121.691,23.8367,3.9,21.7,23.84N 121.69E,i.e. 18.5 km SSE of Hualien County(23.84N 121.69E,i.e. 18.5 km SSE of Hualien County)
Small area,2023-01-14 00:41:24,121.702,24.3215,3.2,8,24.32N 121.70E,i.e. 37.5 km NNE of Hualien County(24.32N 121.70E,i.e. 37.5 km NNE of Hualien County)
Small area,2023-01-13 23:02:37,122.336,24.0407,5,24.2,24.04N 122.34E,i.e. 73.0 km E of Hualien County(24.04N 122.34E,i.e. 73.0 km E of Hualien County)
Small area,2023-01-13 06:59:36,121.858,24.3962,3.6,8.7,24.40N 121.86E,i.e. 38.3 km SSE of Yilan County(24.40N 121.86E,i.e. 38.3 km SSE of Yilan County)
Small area,2023-01-11 22:50:52,120.705,23.1547,3.6,8,23.15N 120.71E,i.e. 71.6 km NE of Kaohsiung City(23.15N 120.71E,i.e. 71.6 km NE of Kaohsiung City)
3,2023-01-11 12:42:09,121.465,23.2245,4.8,29.2,23.22N 121.47E,i.e. 61.2 km NE of Taitung County(23.22N 121.47E,i.e. 61.2 km NE of Taitung County)
Small area,2023-01-11 03:22:12,121.308,23.1485,4,33.9,23.15N 121.31E,i.e. 98.6 km SSW of Hualien County(23.15N 121.31E,i.e. 98.6 km SSW of Hualien County)
Small area,2023-01-10 22:53:48,121.735,24.2123,3.3,13.5,24.21N 121.74E,i.e. 27.2 km NNE of Hualien County(24.21N 121.74E,i.e. 27.2 km NNE of Hualien County)
2,2023-01-09 19:31:50,121.265,23.3835,4.7,11.5,23.38N 121.27E,i.e. 76.4 km SSW of Hualien County(23.38N 121.27E,i.e. 76.4 km SSW of Hualien County)
Small area,2023-01-09 01:13:16,120.546,23.0953,4,12,23.10N 120.55E,i.e. 38.7 km ENE of Tainan City(23.10N 120.55E,i.e. 38.7 km ENE of Tainan City)
Small area,2023-01-08 22:34:04,121.742,24.1993,3.2,14.4,24.20N 121.74E,i.e. 26.2 km NNE of Hualien County(24.20N 121.74E,i.e. 26.2 km NNE of Hualien County)
1,2023-01-07 19:21:26,121.326,23.5553,4.7,15.2,23.56N 121.33E,i.e. 56.8 km SW of Hualien County(23.56N 121.33E,i.e. 56.8 km SW of Hualien County)
Small area,2023-01-06 02:02:51,122.04,24.8863,4.2,13.5,24.89N 122.04E,i.e. 32.9 km ENE of Yilan County(24.89N 122.04E,i.e. 32.9 km ENE of Yilan County)
Small area,2023-01-06 01:11:36,122.038,24.8852,4.4,11,24.89N 122.04E,i.e. 32.6 km ENE of Yilan County(24.89N 122.04E,i.e. 32.6 km ENE of Yilan County)
Small area,2023-01-05 12:59:28,121.587,23.2297,4.5,39.7,23.23N 121.59E,i.e. 69.0 km NE of Taitung County(23.23N 121.59E,i.e. 69.0 km NE of Taitung County)
Small area,2023-01-05 08:15:41,121.161,24.9123,3.4,5.1,24.91N 121.16E,i.e. 16.8 km WSW of Taoyuan City(24.91N 121.16E,i.e. 16.8 km WSW of Taoyuan City)
Small area,2023-01-03 05:19:18,121.544,23.7838,4.3,17.5,23.78N 121.54E,i.e. 24.2 km SSW of Hualien County(23.78N 121.54E,i.e. 24.2 km SSW of Hualien County)
Small area,2023-01-03 05:06:31,121.552,23.7808,3.9,17.8,23.78N 121.55E,i.e. 24.3 km SSW of Hualien County(23.78N 121.55E,i.e. 24.3 km SSW of Hualien County)
Small area,2023-01-02 14:29:13,121.663,24.0635,4.2,29.9,24.06N 121.66E,i.e. 9.2 km NNE of Hualien County(24.06N 121.66E,i.e. 9.2 km NNE of Hualien County)
Small area,2022-12-31 21:36:57,121.638,23.7477,4.4,47.2,23.75N 121.64E,i.e. 27.0 km S of Hualien County(23.75N 121.64E,i.e. 27.0 km S of Hualien County)
Small area,2022-12-30 02:22:41,120.703,23.9232,3.6,21.3,23.92N 120.70E,i.e. 2.7 km NNE of Nantou County(23.92N 120.70E,i.e. 2.7 km NNE of Nantou County)
Small area,2022-12-29 09:17:19,120.795,23.2152,3.5,7,23.22N 120.79E,i.e. 82.4 km NE of Kaohsiung City(23.22N 120.79E,i.e. 82.4 km NE of Kaohsiung City)
Small area,2022-12-27 06:56:22,122.501,23.8233,5.1,27.6,23.82N 122.50E,i.e. 91.6 km E of Hualien County(23.82N 122.50E,i.e. 91.6 km E of Hualien County)
Small area,2022-12-25 10:26:32,121.857,24.5857,3.3,7.1,24.59N 121.86E,i.e. 18.7 km SSE of Yilan County(24.59N 121.86E,i.e. 18.7 km SSE of Yilan County)
184,2022-12-24 05:17:59,121.177,23.1267,5.2,13.9,23.13N 121.18E,i.e. 41.2 km N of Taitung County(23.13N 121.18E,i.e. 41.2 km N of Taitung County)
Small area,2022-12-23 04:37:50,121.265,23.6395,3.8,6.2,23.64N 121.27E,i.e. 53.1 km SW of Hualien County(23.64N 121.27E,i.e. 53.1 km SW of Hualien County)
Small area,2022-12-20 17:04:55,120.598,23.2837,3.5,12.6,23.28N 120.60E,i.e. 36.7 km ESE of Chiayi County(23.28N 120.60E,i.e. 36.7 km ESE of Chiayi County)
Small area,2022-12-18 21:42:24,121.179,23.1375,3.6,14.5,23.14N 121.18E,i.e. 42.5 km N of Taitung County(23.14N 121.18E,i.e. 42.5 km N of Taitung County)
Small area,2022-12-17 23:10:32,121.244,23.2643,4.1,17.1,23.26N 121.24E,i.e. 89.2 km SSW of Hualien County(23.26N 121.24E,i.e. 89.2 km SSW of Hualien County)
Small area,2022-12-17 01:38:26,121.492,23.5117,4,7.1,23.51N 121.49E,i.e. 54.7 km SSW of Hualien County(23.51N 121.49E,i.e. 54.7 km SSW of Hualien County)
Small area,2022-12-16 14:57:33,121.324,23.6373,3.8,6.2,23.64N 121.32E,i.e. 49.5 km SW of Hualien County(23.64N 121.32E,i.e. 49.5 km SW of Hualien County)
Small area,2022-12-15 15:37:30,121.743,23.8042,4.1,16.8,23.80N 121.74E,i.e. 24.2 km SSE of Hualien County(23.80N 121.74E,i.e. 24.2 km SSE of Hualien County)
Small area,2022-12-15 13:40:48,121.707,23.7982,4.1,19.4,23.80N 121.71E,i.e. 23.1 km SSE of Hualien County(23.80N 121.71E,i.e. 23.1 km SSE of Hualien County)
Small area,2022-12-15 12:24:16,121.732,23.7995,4.1,18.8,23.80N 121.73E,i.e. 24.1 km SSE of Hualien County(23.80N 121.73E,i.e. 24.1 km SSE of Hualien County)
Small area,2022-12-15 12:19:50,121.785,23.7917,4,16.1,23.79N 121.79E,i.e. 27.8 km SE of Hualien County(23.79N 121.79E,i.e. 27.8 km SE of Hualien County)
Small area,2022-12-15 12:19:07,121.743,23.7868,3.9,17.4,23.79N 121.74E,i.e. 25.8 km SSE of Hualien County(23.79N 121.74E,i.e. 25.8 km SSE of Hualien County)
Small area,2022-12-15 12:17:10,121.694,23.7998,3.8,20.8,23.80N 121.69E,i.e. 22.5 km SSE of Hualien County(23.80N 121.69E,i.e. 22.5 km SSE of Hualien County)
Small area,2022-12-15 12:09:31,121.71,23.7963,4.2,22,23.80N 121.71E,i.e. 23.4 km SSE of Hualien County(23.80N 121.71E,i.e. 23.4 km SSE of Hualien County)
Small area,2022-12-15 12:09:03,121.71,23.7963,3.6,22.4,23.80N 121.71E,i.e. 23.4 km SSE of Hualien County(23.80N 121.71E,i.e. 23.4 km SSE of Hualien County)
Small area,2022-12-15 12:07:53,121.708,23.7932,4.5,21,23.79N 121.71E,i.e. 23.7 km SSE of Hualien County(23.79N 121.71E,i.e. 23.7 km SSE of Hualien County)
182,2022-12-15 12:05:59,121.706,23.7928,4.7,17.8,23.79N 121.71E,i.e. 23.6 km SSE of Hualien County(23.79N 121.71E,i.e. 23.6 km SSE of Hualien County)
181,2022-12-15 12:03:16,121.845,23.7787,6.5,16.3,23.78N 121.85E,i.e. 32.8 km SE of Hualien County(23.78N 121.85E,i.e. 32.8 km SE of Hualien County)
180,2022-12-15 06:54:12,121.285,23.4367,4.6,22.2,23.44N 121.29E,i.e. 70.2 km SSW of Hualien County(23.44N 121.29E,i.e. 70.2 km SSW of Hualien County)
Small area,2022-12-15 06:01:50,122.037,24.8838,3.8,13.5,24.88N 122.04E,i.e. 32.4 km ENE of Yilan County(24.88N 122.04E,i.e. 32.4 km ENE of Yilan County)
179,2022-12-14 22:32:29,121.338,23.574,4.6,15.2,23.57N 121.34E,i.e. 54.4 km SW of Hualien County(23.57N 121.34E,i.e. 54.4 km SW of Hualien County)
178,2022-12-14 00:56:13,121.424,23.7845,4.4,18,23.78N 121.42E,i.e. 30.3 km SW of Hualien County(23.78N 121.42E,i.e. 30.3 km SW of Hualien County)
Small area,2022-12-13 05:20:40,121.27,23.3458,3.9,27.7,23.35N 121.27E,i.e. 79.9 km SSW of Hualien County(23.35N 121.27E,i.e. 79.9 km SSW of Hualien County)
Small area,2022-12-12 09:14:12,121.282,23.4062,3.6,11.7,23.41N 121.28E,i.e. 73.4 km SSW of Hualien County(23.41N 121.28E,i.e. 73.4 km SSW of Hualien County)
Small area,2022-12-10 22:58:18,121.517,24.0625,3.8,20.9,24.06N 121.52E,i.e. 13.1 km NW of Hualien County(24.06N 121.52E,i.e. 13.1 km NW of Hualien County)
176,2022-12-10 04:14:47,121.184,23.1432,4.1,14.1,23.14N 121.18E,i.e. 43.1 km N of Taitung County(23.14N 121.18E,i.e. 43.1 km N of Taitung County)
Small area,2022-12-09 16:59:26,121.184,23.1397,4,16.9,23.14N 121.18E,i.e. 42.7 km N of Taitung County(23.14N 121.18E,i.e. 42.7 km N of Taitung County)
Small area,2022-12-09 11:18:45,121.807,24.3023,3.5,13.8,24.30N 121.81E,i.e. 39.4 km NNE of Hualien County(24.30N 121.81E,i.e. 39.4 km NNE of Hualien County)
175,2022-12-08 00:54:28,121.601,23.7967,5.6,29.7,23.80N 121.60E,i.e. 21.6 km S of Hualien County(23.80N 121.60E,i.e. 21.6 km S of Hualien County)
Small area,2022-12-07 20:03:33,121.32,23.632,3.6,5.9,23.63N 121.32E,i.e. 50.2 km SW of Hualien County(23.63N 121.32E,i.e. 50.2 km SW of Hualien County)
Small area,2022-12-06 12:35:06,121.832,24.4333,3.7,26.1,24.43N 121.83E,i.e. 33.7 km SSE of Yilan County(24.43N 121.83E,i.e. 33.7 km SSE of Yilan County)
Small area,2022-12-05 03:20:14,121.495,23.9107,3.2,14.8,23.91N 121.49E,i.e. 15.6 km WSW of Hualien County(23.91N 121.49E,i.e. 15.6 km WSW of Hualien County)
Small area,2022-12-03 15:06:06,122.558,24.617,4.6,100.5,24.62N 122.56E,i.e. 81.4 km E of Yilan County(24.62N 122.56E,i.e. 81.4 km E of Yilan County)
Small area,2022-12-01 04:57:00,121.602,23.3665,4.1,34,23.37N 121.60E,i.e. 69.2 km S of Hualien County(23.37N 121.60E,i.e. 69.2 km S of Hualien County)
Small area,2022-11-29 10:43:22,121.629,23.8777,4.2,37,23.88N 121.63E,i.e. 12.6 km S of Hualien County(23.88N 121.63E,i.e. 12.6 km S of Hualien County)
Small area,2022-11-28 15:35:32,121.227,23.1333,3.6,8.2,23.13N 121.23E,i.e. 103.1 km SSW of Hualien County(23.13N 121.23E,i.e. 103.1 km SSW of Hualien County)
Small area,2022-11-27 03:09:52,122.279,24.1065,4.8,26.2,24.11N 122.28E,i.e. 68.2 km E of Hualien County(24.11N 122.28E,i.e. 68.2 km E of Hualien County)
174,2022-11-27 01:38:04,121.637,23.8575,5.6,36,23.86N 121.64E,i.e. 14.9 km S of Hualien County(23.86N 121.64E,i.e. 14.9 km S of Hualien County)
Small area,2022-11-26 10:29:16,121.482,23.964,3.2,19.7,23.96N 121.48E,i.e. 14.4 km W of Hualien County(23.96N 121.48E,i.e. 14.4 km W of Hualien County)
Small area,2022-11-26 08:57:02,122.323,24.1267,4.3,47.2,24.13N 122.32E,i.e. 73.0 km E of Hualien County(24.13N 122.32E,i.e. 73.0 km E of Hualien County)
Small area,2022-11-23 05:55:42,121.313,23.4803,3.7,9.2,23.48N 121.31E,i.e. 64.6 km SSW of Hualien County(23.48N 121.31E,i.e. 64.6 km SSW of Hualien County)
Small area,2022-11-22 18:25:22,121.161,23.0955,3.6,14,23.10N 121.16E,i.e. 37.7 km N of Taitung County(23.10N 121.16E,i.e. 37.7 km N of Taitung County)
Small area,2022-11-22 02:28:24,121.81,24.3478,3.6,7.5,24.35N 121.81E,i.e. 42.7 km S of Yilan County(24.35N 121.81E,i.e. 42.7 km S of Yilan County)
Small area,2022-11-20 20:13:00,121.704,23.8647,4.1,47.5,23.86N 121.70E,i.e. 16.4 km SSE of Hualien County(23.86N 121.70E,i.e. 16.4 km SSE of Hualien County)
173,2022-11-20 09:49:41,121.951,24.6543,5.1,68.9,24.65N 121.95E,i.e. 20.8 km ESE of Yilan County(24.65N 121.95E,i.e. 20.8 km ESE of Yilan County)
Small area,2022-11-19 06:25:25,121.171,24.2053,4.5,62.2,24.21N 121.17E,i.e. 59.3 km ENE of Nantou County(24.21N 121.17E,i.e. 59.3 km ENE of Nantou County)
Small area,2022-11-19 00:37:58,121.426,23.8242,3.8,18.2,23.82N 121.43E,i.e. 27.1 km SW of Hualien County(23.82N 121.43E,i.e. 27.1 km SW of Hualien County)
Small area,2022-11-18 16:29:51,121.304,23.1425,4.2,35.2,23.14N 121.30E,i.e. 99.4 km SSW of Hualien County(23.14N 121.30E,i.e. 99.4 km SSW of Hualien County)
Small area,2022-11-17 16:01:16,120.531,23.3623,3.6,10.5,23.36N 120.53E,i.e. 26.6 km ESE of Chiayi County(23.36N 120.53E,i.e. 26.6 km ESE of Chiayi County)
Small area,2022-11-16 18:40:08,121.787,24.4047,3.2,9.9,24.40N 121.79E,i.e. 36.2 km S of Yilan County(24.40N 121.79E,i.e. 36.2 km S of Yilan County)
171,2022-11-16 09:09:35,121.149,23.0688,4.6,14.3,23.07N 121.15E,i.e. 34.8 km N of Taitung County(23.07N 121.15E,i.e. 34.8 km N of Taitung County)
170,2022-11-15 20:36:15,121.485,23.3115,4.5,33.8,23.31N 121.49E,i.e. 70.5 km NNE of Taitung County(23.31N 121.49E,i.e. 70.5 km NNE of Taitung County)
Small area,2022-11-15 16:05:01,121.239,23.2495,3.9,16.6,23.25N 121.24E,i.e. 90.9 km SSW of Hualien County(23.25N 121.24E,i.e. 90.9 km SSW of Hualien County)
Small area,2022-11-15 10:40:43,121.238,23.7233,3.9,5.6,23.72N 121.24E,i.e. 49.0 km SW of Hualien County(23.72N 121.24E,i.e. 49.0 km SW of Hualien County)
Small area,2022-11-15 09:11:30,120.962,23.6783,3.6,2.7,23.68N 120.96E,i.e. 37.2 km SE of Nantou County(23.68N 120.96E,i.e. 37.2 km SE of Nantou County)
Small area,2022-11-15 08:07:00,122.048,24.618,4.5,66.6,24.62N 122.05E,i.e. 31.4 km ESE of Yilan County(24.62N 122.05E,i.e. 31.4 km ESE of Yilan County)
Small area,2022-11-14 21:21:05,121.167,23.1018,4.2,14.4,23.10N 121.17E,i.e. 38.4 km N of Taitung County(23.10N 121.17E,i.e. 38.4 km N of Taitung County)
Small area,2022-11-13 04:32:58,121.769,24.0775,4.2,32.7,24.08N 121.77E,i.e. 17.9 km ENE of Hualien County(24.08N 121.77E,i.e. 17.9 km ENE of Hualien County)
Small area,2022-11-12 02:27:39,121.237,23.263,3.6,17.2,23.26N 121.24E,i.e. 89.6 km SSW of Hualien County(23.26N 121.24E,i.e. 89.6 km SSW of Hualien County)
Small area,2022-11-10 23:17:17,121.622,23.9337,4,42.8,23.93N 121.62E,i.e. 6.4 km S of Hualien County(23.93N 121.62E,i.e. 6.4 km S of Hualien County)
Small area,2022-11-09 17:57:20,120.68,23.1497,3.7,8.9,23.15N 120.68E,i.e. 69.6 km NE of Kaohsiung City(23.15N 120.68E,i.e. 69.6 km NE of Kaohsiung City)
Small area,2022-11-09 08:45:56,121.622,24.3047,3.6,19.7,24.30N 121.62E,i.e. 34.7 km N of Hualien County(24.30N 121.62E,i.e. 34.7 km N of Hualien County)
Small area,2022-11-09 07:26:23,121.765,24.7315,3.5,10.1,24.73N 121.77E,i.e. 0.2 km ENE of Yilan County(24.73N 121.77E,i.e. 0.2 km ENE of Yilan County)
Small area,2022-11-08 19:22:26,121.464,23.931,3.5,19.9,23.93N 121.46E,i.e. 17.2 km WSW of Hualien County(23.93N 121.46E,i.e. 17.2 km WSW of Hualien County)
Small area,2022-11-06 08:56:50,121.469,23.9352,3.4,18,23.94N 121.47E,i.e. 16.6 km WSW of Hualien County(23.94N 121.47E,i.e. 16.6 km WSW of Hualien County)
164,2022-11-05 22:42:13,120.615,23.4315,4.1,13.6,23.43N 120.62E,i.e. 33.0 km E of Chiayi County(23.43N 120.62E,i.e. 33.0 km E of Chiayi County)
Small area,2022-11-05 22:40:59,121.787,24.374,3.5,15.2,24.37N 121.79E,i.e. 39.6 km S of Yilan County(24.37N 121.79E,i.e. 39.6 km S of Yilan County)
Small area,2022-11-05 13:27:55,121.542,23.7347,3.6,7.3,23.73N 121.54E,i.e. 29.5 km SSW of Hualien County(23.73N 121.54E,i.e. 29.5 km SSW of Hualien County)
Small area,2022-11-05 11:04:23,121.277,23.444,3.8,21.5,23.44N 121.28E,i.e. 69.9 km SSW of Hualien County(23.44N 121.28E,i.e. 69.9 km SSW of Hualien County)
Small area,2022-11-04 15:29:21,121.23,23.7372,4.2,6.3,23.74N 121.23E,i.e. 48.7 km WSW of Hualien County(23.74N 121.23E,i.e. 48.7 km WSW of Hualien County)
Small area,2022-11-03 08:53:34,121.241,23.266,3.6,16.8,23.27N 121.24E,i.e. 89.1 km SSW of Hualien County(23.27N 121.24E,i.e. 89.1 km SSW of Hualien County)
Small area,2022-11-03 01:35:06,121.233,23.7245,4.1,7.6,23.72N 121.23E,i.e. 49.2 km SW of Hualien County(23.72N 121.23E,i.e. 49.2 km SW of Hualien County)
Small area,2022-11-02 23:51:16,121.799,24.3463,4,12.5,24.35N 121.80E,i.e. 42.8 km S of Yilan County(24.35N 121.80E,i.e. 42.8 km S of Yilan County)
Small area,2022-11-02 16:16:18,121.289,23.4482,3.6,12.3,23.45N 121.29E,i.e. 69.0 km SSW of Hualien County(23.45N 121.29E,i.e. 69.0 km SSW of Hualien County)
